utterance_id,audio_path,sentence,ethnicity,gender,age,first_language,dataset,accent,speaker_id
cv_common_voice_en_18605914,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18605914.mp3,But what turned out to be the case?,,,,,commonvoice,,2885dd4c6631bf64fc6da00896d29eb5a96cff7382c8296f5ebd4f669ce3622462e2e28c5dc793ea739769bbc6d214fbd725dbbb6507828c8733c921cbb4d6d1
cv_common_voice_en_18608630,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18608630.mp3,"Indeed, he married her for love.",,male_masculine,twenties,,commonvoice,us,e72cf6966cabec8f367e61ea3969a26ce0b08bfa3c06fe3b2e39d380ec575cdcca6527d1133805797ed1162c692313875e26af5c47454c11194ea86bece2af50
fs_ff81971007066a084f55ea4475a419ac,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/ff81971007066a084f55ea4475a419ac.wav,hey mom i really need your advice on something and i wish you can advise me i'm actually busy right now but i just want to drop this message to you now,Black/AA,male,31 - 45,English,fairspeech,,
fs_6a6a8c56cc95b75e30a2eb898a03c8dd,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/6a6a8c56cc95b75e30a2eb898a03c8dd.wav,open phone contacts find michael dial michael,Native American,female,31 - 45,English,fairspeech,,
cv_common_voice_en_18541499,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18541499.mp3,We will infuse the taste of Moroccan and Indian food.,,male_masculine,twenties,,commonvoice,england,777c014d742cdcc2e612ea2ab56d64c9b5b50f5074fef5465a5ac998e17862b2caeb950f63594c77c7fd298c458efcf0a65bed17b65b873c49e22ef7431f74fd
cv_common_voice_en_18324821,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18324821.mp3,Philip dropped back into his chair.,,,,,commonvoice,,e9224749ffeea94c5dd47d058d7d20ebf931c1906883b696d7c5dd833426343f39fd3c6ad46eeac3063f299b7227e621ed4b70cb5490a7951857018a46834255
cv_common_voice_en_18530218,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18530218.mp3,But it was certainly the case.,,male_masculine,twenties,,commonvoice,,4c407a51103a79d22a55ba3047ed5e1353ad666e3ed14df8998c75b7acdb1f335f7d77fd6526cc6950c5ebfc5dc998cb784dbba2b28556c81056e842ca8f0758
cv_common_voice_en_18432811,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18432811.mp3,It's a pretty specialized position.,,,,,commonvoice,,49ae0516a847c101fff9495b2bb6da2a75e24ae8551fb2816cc8da9a48388c0efd164394cf2f57699e6c99e0b014d7d234e444e8bf537156db2ef5b10c2331f8
cv_common_voice_en_17288963,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_17288963.mp3,But I don't think they enforced it much.,,male_masculine,fifties,,commonvoice,us,62f10d097038992a7ba834d556b7edd21f2dd67d8b7ba56e3639ca9fea1f986671ea6fb707a7f725776da7940ad9aed7cfaa7a6df439d3a1495e7b86eb156912
fs_b33797a6e60437b53a056bafc48921a7,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/b33797a6e60437b53a056bafc48921a7.wav,i'm headed to new york tomorrow,White,male,18 - 22,English,fairspeech,,
cv_common_voice_en_18567046,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18567046.mp3,I am glad of it on the whole.,,,,,commonvoice,,80ff5dbbe38528aa2dd4cd8a25b4529e6336299a2e664e0a7d018a6b829d7e14b2882f3a6570356167a252017b0c7b0374f53ef307f8d0b9027524ad677aff2d
fs_4ba255bd4a2a1c7de92abddea63115f1,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/4ba255bd4a2a1c7de92abddea63115f1.wav,hey facebook lay down i'm available my messenger app status,Middle Eastern,male,31 - 45,English,fairspeech,,
fs_6e39164e88cee8a39aa57de25ff77134,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/6e39164e88cee8a39aa57de25ff77134.wav,hey facebook share videos to stories,Native American,female,23 - 30,English,fairspeech,,
fs_98658240babf7f3e8a00043f3e863a00,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/98658240babf7f3e8a00043f3e863a00.wav,text ammy i am sorry i cannot make it tonight but i will see you at church on sunday,White,female,31 - 45,English,fairspeech,,
fs_19d9354521c5b8ee4126afe9b65be0d2,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/19d9354521c5b8ee4126afe9b65be0d2.wav,play some hip hop songs please,White,male,18 - 22,English,fairspeech,,
fs_c6791891c517555ae69d3b0fb247a9af,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/c6791891c517555ae69d3b0fb247a9af.wav,unlock phone send text message to bess hey bess how are you doing so i was thinking we could actually go to that spot i told you about the island i told you yeah i was thinking we should go there for vacation by december what do you think send message,Black/AA,female,23 - 30,English,fairspeech,,
fs_ae39015dbdbf0242ec84010c1a225edc,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/ae39015dbdbf0242ec84010c1a225edc.wav,search and play me cool music,Black/AA,male,31 - 45,English,fairspeech,,
cv_common_voice_en_18619957,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18619957.mp3,What is the best way to get rid of head lice?,,male_masculine,thirties,,commonvoice,us,96ce6a86930b7b17a7e238e7ad337d5d44a58d20674415588a98ef48599459d00fbb2bfa83ace37aeac4f11c756019b3590f889772440c1f0264f66a9fd671df
cv_common_voice_en_17723406,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_17723406.mp3,Count not your chickens before they are hatched.,,,,,commonvoice,,6634689d9a0293422eb3497c504662d3eb5f5c3cfb987d086f8fc1b3b828ed542c970664958ee29d723289fdc8c0b90497a5539d43f701eb6247190c50967c5a
cv_common_voice_en_171172,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_171172.mp3,A man is cutting up food with a knife,,male_masculine,seventies,,commonvoice,us,1c0d3a37d6012ae4b912c5d424621d41aa485f73d790a624e1fb4eedbd47b592efeabbdc853c8c86d3c39f7e5094495c757da9deb588bf86b832cc23c9aeb0b9
fs_3e45a2e302bcebd184c0ca4643646e05,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/3e45a2e302bcebd184c0ca4643646e05.wav,hey facebook mute my notifications,Hispanic,female,46 - 65,Spanish,fairspeech,,
fs_9549ce17866b18713c36475a190329e1,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/9549ce17866b18713c36475a190329e1.wav,send text message to friends on my group that i had a great time in tennessee and we should all go visit there,White,female,46 - 65,English,fairspeech,,
cv_common_voice_en_18441373,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18441373.mp3,Please stop complaining all the time!,,,,,commonvoice,,fc249d895d8791807894d322bec6a75667c2dbcb5eb5ec31573db3d7495ee2de2794d40b4e88b0de02c21be41761b2ccc0df327173f80745de78e5b13acca928
fs_2ae771b20e691255f77f1d9ecebeb291,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/2ae771b20e691255f77f1d9ecebeb291.wav,send message to jill cathy's baby is a boy,Black/AA,male,46 - 65,English,fairspeech,,
cv_common_voice_en_122934,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_122934.mp3,A woman has positioned her kayak nose down in the water.,,male_masculine,teens,,commonvoice,us,29b1e5a58d1667d4ac45832ec195356598a69f66680877b0d5ee465ce2404c0186affc81ffe4a29df35203fc07a0fc5714c60d914a88aa36d7f84c94dc381d2f
cv_common_voice_en_18585463,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18585463.mp3,He turned over the pages.,,male_masculine,fourties,,commonvoice,ireland,354cbf2164c00f9a997823f117624286a3f2ea1e2d272f84574b9c8c351ee32ef88a01ab885c0157a704b3e1cf45c853455bfd1950f98f3c8adb51b6ac1367ad
fs_27ad7ae699e3673c6102776c21d1c3ea,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/27ad7ae699e3673c6102776c21d1c3ea.wav,hey facebook set my online status available,Hispanic,male,31 - 45,Spanish,fairspeech,,
cv_common_voice_en_18453368,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18453368.mp3,He eventually found his headphones in the larder.,,male_masculine,twenties,,commonvoice,us,a9cdb905dc40d3336550458b9ebc4a8091c59f0597cf1446cad00a110492659df2c8e52f3125b4ff518e0010e147b5415f06ab7bdcc9081745a09cb9c17457e0
fs_9f39aaa4758d1cd782473d41c36f8bb3,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/9f39aaa4758d1cd782473d41c36f8bb3.wav,it's been a while sandra,Black/AA,male,23 - 30,English,fairspeech,,
cv_common_voice_en_18489158,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18489158.mp3,"A piano, one fiddle, and a floor like sandpaper.",,male_masculine,thirties,,commonvoice,,5e90618b24711ec29c28f751e5218fbd14a2a30d2a4dcb71485a08220d921c97530bbb69b95e574f6a5681ce1b77ae0910bdf532a3b6027d69078a09c619bcab
fs_d6d7bf9c74d30b04017cbcce4dcc4624,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/d6d7bf9c74d30b04017cbcce4dcc4624.wav,hey facebook resume music,Black/AA,female,31 - 45,English,fairspeech,,
fs_e6a266223a98c3528421aca909823514,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/e6a266223a98c3528421aca909823514.wav,hey facebook text three two one three six six four zero zero zero,White,female,31 - 45,English,fairspeech,,
fs_fbd746ec7cb542e3fdd8c7946dd7687c,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/fbd746ec7cb542e3fdd8c7946dd7687c.wav,text liz baby boy born today name to follow,White,female,46 - 65,English,fairspeech,,
fs_abf0f707e5e80fe9f0f5130570842a8a,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/abf0f707e5e80fe9f0f5130570842a8a.wav,hey facebook open messenger and facetime my mom,Native American,female,31 - 45,English,fairspeech,,
cv_common_voice_en_174683,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_174683.mp3,And we had a bite.,,,,,commonvoice,,02c13b6a71e0e909fe9b40ee18de18b4812577382e63e4575571def07e7b1c2a08380514605e1ec05cc039692c4f22d1ce32c5ef4eb86acfbb0c3dc2e831f779
fs_c6376a5fda758ff9a3b0aa38b75032e0,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/c6376a5fda758ff9a3b0aa38b75032e0.wav,what's up bro how was your day today,Middle Eastern,male,31 - 45,English/Turkish,fairspeech,,
fs_a819168e4f30cd5efcf407033f7950c5,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/a819168e4f30cd5efcf407033f7950c5.wav,text sam the following message yeah i'll be in town next week we can definitely talk again about that vacation idea of yours end the message,Asian,male,31 - 45,Laotian,fairspeech,,
fs_e2c871fffed7fa134dc0cfa5c30e8f4f,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/e2c871fffed7fa134dc0cfa5c30e8f4f.wav,hi monica how have you been hey i was thinking of catching a movie this weekend with you um message me back uh if you have some time uh on hand this weekend let's see if we can figure it out bye,Asian,female,31 - 45,Hindi,fairspeech,,
fs_69b80df7d02e027c54ee74ea53966055,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/69b80df7d02e027c54ee74ea53966055.wav,hey facebook you receive an incoming group message from tim and julia,Asian,female,23 - 30,English,fairspeech,,
fs_f2b86b41cb4ce03b4b33eeacde4a42cd,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/f2b86b41cb4ce03b4b33eeacde4a42cd.wav,skip this song,Native American,female,18 - 22,English,fairspeech,,
fs_8755b0c2d5a64004eab2227eedd2a2da,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/8755b0c2d5a64004eab2227eedd2a2da.wav,hey facebook open the messenger app and text hanna john,Hispanic,male,23 - 30,English,fairspeech,,
cv_common_voice_en_18615451,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18615451.mp3,Switch on the bath.,,,,,commonvoice,,150781b6930ba535150a050580308833a29d471d1822f889eda4ab0907d1509ca3e8c23d95bd0823956cc1008561a7030ef5c890fad3206d495d67bcbb5203cf
cv_common_voice_en_18613112,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18613112.mp3,He has an aspiration of being amongst the first colony of people on Mars.,,male_masculine,twenties,,commonvoice,us,95f528779ba216035efec455974a03bee47fc329e612f79b767c7256395457898f3d53dda48c47255d4ecc72e6d312ed73e553f6866f4e45e191722eef36e123
fs_915dcf9596a3e5b6c9657f04142a51dd,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/915dcf9596a3e5b6c9657f04142a51dd.wav,hey facebook turn on do not disturb,Pacific Islander,female,23 - 30,English,fairspeech,,
fs_d9a7ef1fbb85b97efda714023545cd3e,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/d9a7ef1fbb85b97efda714023545cd3e.wav,hey facebook read out loud my last four messages,Black/AA,male,31 - 45,English,fairspeech,,
fs_424d969649455e674f9d8d7284927e7f,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/424d969649455e674f9d8d7284927e7f.wav,search me any hip hop song right now,Black/AA,male,31 - 45,English,fairspeech,,
fs_1a7ac5e918e10b1bb8ca138928d6b2ac,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/1a7ac5e918e10b1bb8ca138928d6b2ac.wav,send text to grandma i miss you i hope you're well,White,female,31 - 45,English,fairspeech,,
cv_common_voice_en_18634654,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18634654.mp3,Who could have thought of seeing you!,,male_masculine,thirties,,commonvoice,us,93bb60a2baff38589beab0264837a74b0adcddcb57320bb456305a3a2c9f7b089354aadb3853956f901b692c09844b7cf94f1f79d4fba3308c365f88f263fc9d
cv_common_voice_en_18644842,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18644842.mp3,She put her hat on her head.,,male_masculine,thirties,,commonvoice,us,a7b1db5f82512a77c669d789c4d8d94060eca2838e3ffa3ec81bbe15421aa6903f5a5f35e23bb83c4fe312c634838ae01afd029f196d0daff7c62aeeaf3ef811
fs_93bff6f31c61167ff4e07dca033abfe4,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/93bff6f31c61167ff4e07dca033abfe4.wav,text david i just need to vent,Native American,female,18 - 22,English,fairspeech,,
fs_ae7729ed1b2f99302b2a541f3f3c2972,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/ae7729ed1b2f99302b2a541f3f3c2972.wav,hey facebook set current online status to unavailable,Asian,male,18 - 22,Hindi,fairspeech,,
cv_common_voice_en_18546741,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18546741.mp3,"My dear, I never saw him.",,,,,commonvoice,,e5c654d278f76f6b03649ebf1badbfff5848b95806ed7d247e6a1a3428d78b2e8420460b7c4bfe991262ac10d66883b4bfbbe2286f2a5288d403883f3bd48120
fs_649e8ddd11b8b1eeb06d569c5847a1a4,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/649e8ddd11b8b1eeb06d569c5847a1a4.wav,reply to sarah i hate this cold weather laughing face,Native American,female,18 - 22,English,fairspeech,,
fs_75b0329cc723e2b7de37e38486ebd929,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/75b0329cc723e2b7de37e38486ebd929.wav,what song is this,White,female,18 - 22,English,fairspeech,,
fs_05f0717e9e22abff6bad81eff11aabc0,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/05f0717e9e22abff6bad81eff11aabc0.wav,hey facebook stop playing this song,White,female,46 - 65,English,fairspeech,,
cv_common_voice_en_18408292,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18408292.mp3,Hold on for just a second.,,male_masculine,twenties,,commonvoice,,53f3a1ababf2543e3f79739434893c64e1f5bb3e94c1f3e8d053ed7650183182a922f2959399ac2ac3827c824b225074ed237b465bdbc65c79edc92fe8e6ee61
fs_eb015a371157936d3f4835c244549403,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/eb015a371157936d3f4835c244549403.wav,hello rickie if you want to search for an iheartradio station you can go to the new and then please click the left button on your screen,Asian,female,23 - 30,Indonesian,fairspeech,,
fs_97786aafc30586dd848ef6904d08be25,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/97786aafc30586dd848ef6904d08be25.wav,play the playlist new music,White,male,18 - 22,English,fairspeech,,
cv_common_voice_en_18489155,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18489155.mp3,Enjoy your achievements as well as your plans.,,,,,commonvoice,,e1b8edfe9d981a6838c8b7e514910819879811d6c1085769a1f1090f8c54d314b3354d07e9d7c82966f6f897f7cf0bca27caeac7e7751b0d1dc6b205d0a88165
fs_03c489307352a3601f1b948547166290,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/03c489307352a3601f1b948547166290.wav,hey facebook would you capture a photo and video with a time delay ten seconds now,Black/AA,male,31 - 45,English,fairspeech,,
fs_de0647629aaf787105a2393365b594bb,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/de0647629aaf787105a2393365b594bb.wav,text to the surprise party group chat and say i'm very excited for celebrating tonight,White,male,18 - 22,English,fairspeech,,
cv_common_voice_en_169346,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_169346.mp3,"A construction worker wearing a black shirt and jeans, sets up his ladder.",,,,,commonvoice,,e3c1129f98a4e924c7fe953f721d8430795716636cd7139856646b21be741c06e75d4706b7a80d8f537ed822fac72437c162b311a19374a6f63d65a4998433ad
fs_4dc88f031795fa11faa45fc2ba04d3cb,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/4dc88f031795fa11faa45fc2ba04d3cb.wav,hey facebook answer the call please,Native American,male,23 - 30,English,fairspeech,,
fs_e333456c13ed57c8ea9d2c1136822ad7,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/e333456c13ed57c8ea9d2c1136822ad7.wav,hey facebook ignore the incoming call,Native American,female,31 - 45,English,fairspeech,,
fs_4ece76d3a86b695cff60a8e1709aacf6,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/4ece76d3a86b695cff60a8e1709aacf6.wav,hey facebook can you increase that volume hey facebook can you increase that volume hey facebook can you decrease that volume hey facebook can you lower that volume hey facebook increase that volume by five points hey facebook can you turn that up hey facebook can you lower that hey facebook give me that louder again hey facebook let's hear a little louder hey facebook drop that beat louder,Black/AA,female,46 - 65,English,fairspeech,,
cv_common_voice_en_18584057,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18584057.mp3,"You showed no less surprise than he did, my good friend.",,male_masculine,twenties,,commonvoice,australia,aed94d1c3f4986d95635fe51fbde0dfa7b9fa1a8180518f1f3e532aa0f71c09063080c66e621f9fd45cbc8c46874d4222f01b0b2879a2da60e18a995a4f6ec4f
fs_8605310317ef6d1ed2e246c90234af37,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/8605310317ef6d1ed2e246c90234af37.wav,hey facebook send this picture,Pacific Islander,male,31 - 45,English,fairspeech,,
fs_6699bc0376c088972084450773807133,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/6699bc0376c088972084450773807133.wav,hey facebook answer the call,Black/AA,male,31 - 45,English,fairspeech,,
fs_963dde5e24a8ba4d7d102a8c0ab16243,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/963dde5e24a8ba4d7d102a8c0ab16243.wav,save the current song that is playing right now,Black/AA,male,31 - 45,English,fairspeech,,
fs_462ca3fc089f9c4a9db0f902a13c87a0,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/462ca3fc089f9c4a9db0f902a13c87a0.wav,reply to mike say hey it's nice to hear from you merry christmas to you too,Asian,female,31 - 45,Japanese,fairspeech,,
fs_19de332829382cbeee0b3cdb4dc8e6b2,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/19de332829382cbeee0b3cdb4dc8e6b2.wav,hey facebook turn notifications on,White,female,46 - 65,English,fairspeech,,
cv_common_voice_en_18515976,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18515976.mp3,He inspected the photograph for a moment with growing gloom.,,male_masculine,twenties,,commonvoice,singapore,0494c0deb091fff2f089fc6b51fc34271835412c38d60928c0a6657f9b3950ec4b133332aedb6d9573ae34d93827a61a05a09a558e11efb5e561f2b7a2c9f7aa
fs_ce2581de555fb146f8e9547b15486409,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/ce2581de555fb146f8e9547b15486409.wav,spotify playlist,Native American,female,31 - 45,English,fairspeech,,
cv_common_voice_en_18350463,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18350463.mp3,Fishing for bass is tough.,,,,,commonvoice,,60367dd78154ad53bc32978c123b76f1411f475d7b332dc71bc23f010c3df9792d52e95dce28a5d093005dfdd2c3c107f3b8ad4896b6344a622a4f191088fa9e
fs_40916543dc090e231eb5500681a0f7cb,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/40916543dc090e231eb5500681a0f7cb.wav,hey facebook make myself available,Asian,female,31 - 45,English,fairspeech,,
cv_common_voice_en_18592384,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18592384.mp3,"Well, she has nothing but the diamond earrings.",,male_masculine,teens,,commonvoice,,bcc5b03a0e96df98651b062b63e772b82d528a56b04a913c7b0f6f643ba6362a1f4cd2f11a2940ef4432717093520979939b026e34f5ee908151c6eaa9e094d5
fs_e91c6ed793620be21847503d1bd73d4a,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/e91c6ed793620be21847503d1bd73d4a.wav,hey facebook open the app picture time,White,female,23 - 30,Portuguese,fairspeech,,
fs_2be859974ad4826c2e3f9569a5f8712c,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/2be859974ad4826c2e3f9569a5f8712c.wav,hey facebook put me online and make a call to julio,White,female,31 - 45,Portuguese,fairspeech,,
cv_common_voice_en_18451,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18451.mp3,A woman with sunglasses and a hat is sitting by water reading a book.,,male_masculine,fourties,,commonvoice,Northumbrian British English,eac3a80b2371b110ded6551ce8466c8fbdec5bb202ac04390b23d14c84bf3bfb03682de4e28ae53f38cf06ba57debd1b40eed2c8a759c6e6d7a28c48206ca82d
fs_2602afe8642a1d13c74ed58b57f9846c,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/2602afe8642a1d13c74ed58b57f9846c.wav,send a group text to alex wanda and bob guys tomorrow is alicia's birthday how are we gonna surprise her,Middle Eastern,female,23 - 30,English,fairspeech,,
cv_common_voice_en_13116,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_13116.mp3,You know I would.,,,,,commonvoice,,cf753326954982c1e8c1292c1fddfd0c8f22ffa03ae496de2e9c6ae07d8e3f3d1a000fab2fc3c4750b2e0223520e8fbdc073cffe1fc85cb1a840859a5be181af
fs_85d8c70427f32b6bd651e3b6feb5dc65,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/85d8c70427f32b6bd651e3b6feb5dc65.wav,hey facebook set online status to unavailable,Hispanic,female,46 - 65,English,fairspeech,,
fs_13f30fb586ba648ffacfa987eb00c2b5,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/13f30fb586ba648ffacfa987eb00c2b5.wav,go to spotify applications open it and play the playlist of playboy,Black/AA,male,31 - 45,English,fairspeech,,
fs_288f8ff0e6cea6e3ff5ffbe9ae3ca67a,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/288f8ff0e6cea6e3ff5ffbe9ae3ca67a.wav,confirming the appointment for tomorrow to wrap up the conversation,Hispanic,female,46 - 65,Spanish,fairspeech,,
cv_common_voice_en_1482332,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_1482332.mp3,The toll bridges scan all license plates.,,,,,commonvoice,,dfc8346d588cfe3aa0b34d9658c18cb38efd7c6491831f68dea6f41947af64b251e0e82a587628889a6f6ad70b0a1dfb9f2723147551c44b042fd9795dbaec35
fs_3d8df795116738d62fd2ebc891cf05f4,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/3d8df795116738d62fd2ebc891cf05f4.wav,add this song to my playlist,Asian,male,46 - 65,English,fairspeech,,
cv_common_voice_en_18647128,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18647128.mp3,But he has his revenge.,,female_feminine,fourties,,commonvoice,scotland,29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6
cv_common_voice_en_18616337,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18616337.mp3,"It’s a cravat, child, and a beautiful one, as you say.",,,,,commonvoice,,8df0712d8dd9d23c0cfb9f09a9c8f5e5608199d0241c8c74a2d922f980da4dc1c96da3439836ee90176af62fbd8f8b0acc095cb4fc5b835ea27d52a6542f1fc5
fs_c5ca915efb58d62cd25474df2b058e75,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/c5ca915efb58d62cd25474df2b058e75.wav,hey facebook unmute my watch hey facebook mute my watch,Black/AA,male,23 - 30,English,fairspeech,,
cv_common_voice_en_18648750,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18648750.mp3,Mazda used to make cars with rotary engines.,,male_masculine,twenties,,commonvoice,canada,666e3346d924c5047d1b4b756a72f1af1857135e246d97db0117c8e466a29699a89bc3ad77806bd16b82d6bf31099f9cedc2166162d175d1f6e65b69484353dd
fs_03b03a80d7b5aeb4fd95a2a523475fdc,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/03b03a80d7b5aeb4fd95a2a523475fdc.wav,hey facebook delete recent message from alissa,Asian,female,18 - 22,Vietnamese,fairspeech,,
fs_afa871ca2ff418fc742757485f73f4d9,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/afa871ca2ff418fc742757485f73f4d9.wav,reply to john seems like we might have a lot in common i would like to get to know you better,Hispanic,female,23 - 30,Spanish,fairspeech,,
fs_b1b459ac9310128c9fd0976c69704525,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/b1b459ac9310128c9fd0976c69704525.wav,send to grace the weather here is not bad,Asian,female,31 - 45,Filipino,fairspeech,,
cv_common_voice_en_18604911,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18604911.mp3,I only tell you what I know.,,male_masculine,thirties,,commonvoice,us,21714a0fe5ff1ccc074e4a9977894a4b3cb59a4f75b7f940fd0450fadf9f550fd2a19144857fe3c78fd7288b416bb16f4a60eb6c312812b37e451a019f982c2e
